Imports from Country (Unit : US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2007年8月,18302997,10294443,2333535,127107,3791770,1272431,437285,549593,459153,84753,269232,203524,269037,1257,8291,2132,81212,558,1505,1949,0,22,33,2023,132,3666,253,59,0,2,5,579,2162495,757618,586419,275908,246459,190610,8148,9421,17576,60537,6321,0,50,3042,2,3,380,1885584,565423,219174,162993,132402,180069,140399,34638,119548,36063,45997,39082,58707,9613,14687,29911,4764,3883,6337,43814,4934,11249,2017,11,2375,3,295,2258,1337,408,2236,0,0,45,64,224,1620,4043,112,1308,1263,1968,2515305,2397627,117679,75259,32177,3407,11024,291,207,0,0,0,64,5068,564,1692,0,213,2283,1241,0,1546,14520,0,0,753,0,150,336069,121019,171189,34310,4686,1426,48,1325,0,27,427,162,895,521,536073,463310,41865,0,171,0,5,0,1442,28762,21,55,0,9,0,0,469262,95706,67333,224690,338,35,32590,9,27502,0,0,0,126,14,0,292,0,760,245,91,92,2,33,302,687,0,917,326,0,0,38,9,79,2,3297,159,702,330,0,0,1379,1,16,5,0,113,12,23,283,1265,282,1317,7861
2007年9月,19271146,10587658,2431642,138174,4043729,1260884,422244,545831,511636,91513,288696,224118,238463,1829,25791,3219,0,865,1138,8044,0,11,82,2877,488,4214,40,343,89,6,0,1031,2337342,1004100,338402,291937,243355,120801,9213,136514,105434,42795,42761,0,52,803,145,231,800,2001536,605351,320619,159406,120350,191713,164750,36396,127657,40576,45058,35572,32878,5973,14769,27544,6074,5561,7076,20715,3508,8719,3774,50,1883,0,565,1375,1727,677,3280,0,0,55,39,195,887,3968,73,722,373,843,2370794,2258062,112525,86176,40917,3815,13281,130,0,0,0,22,0,4806,876,1411,29,208,1778,378,0,1281,16307,2,0,443,1,422,420452,136781,198009,48798,24172,8592,136,1575,0,226,792,0,654,683,611163,546451,44296,0,349,0,3,0,113,18987,83,35,96,31,0,0,825509,102706,292118,136958,71490,67658,97949,0,28690,0,0,0,7,58,0,392,0,0,341,0,0,7353,44,133,168,0,2125,108,0,0,93,65,49,85,2995,251,418,294,0,0,1263,0,102,0,123,878,19,157,298,1376,1,850,7894
2007年10月,19513473,10749589,2503151,142949,4064623,1232807,492477,570897,485561,97097,323557,221833,226259,3114,5389,3807,0,633,1553,3306,2,0,92,296,333,3181,845,247,1,4,0,363,2911103,1078703,524853,289363,310127,468938,7926,57911,72498,45927,51523,1,1799,604,402,213,318,2003757,679053,171166,131127,114877,313655,122725,34109,146242,44023,44713,43721,38089,5055,15799,27689,6669,4199,9753,18302,3995,5172,1719,5,1147,0,255,1538,1009,627,7675,4,0,71,61,249,910,5125,73,897,612,995,2287669,2172382,114636,147945,54216,5273,16612,244,66,0,0,0,13,5166,1388,1274,0,430,1856,602,15,1775,22754,0,0,35847,0,411,323279,106682,154375,42198,7280,8052,67,1838,0,829,629,0,724,604,552138,500529,44011,0,155,260,1,0,1769,4263,1,0,6,0,0,6,522557,78151,224018,0,73142,34378,69692,30,0,0,0,0,218,0,4,607,0,118,29,0,122,10,14,268,209,0,1166,206,46,0,147,84,437,61,5046,206,7187,2748,1,0,842,0,135,2,0,443,17,3600,367,1285,7,1317,16196
2007年11月,17852465,10157460,2424704,143831,3765374,1211538,392949,496843,519903,87480,275692,161460,287377,1612,17908,2453,0,340,1741,6220,0,13,53,365,176,2488,174,125,0,6,0,549,2113068,765175,460247,264920,250789,221220,6743,68085,21108,38898,12658,0,1625,708,204,112,578,1869994,609570,129610,178496,129037,196824,136544,42705,125947,40957,47185,39478,45410,5988,51271,30437,5018,2732,7200,20520,6795,4613,1566,10,1127,0,156,1587,1640,260,2700,18,0,26,88,220,897,437,250,766,633,831,2260512,2100472,159015,110486,60029,3891,17342,85,250,0,0,0,40,7725,1621,1914,38,612,2176,1489,0,1261,11414,0,0,364,28,206,322261,95375,157188,42272,13085,7516,21,2093,0,110,1923,165,1008,1375,451268,405246,33665,68,226,0,0,0,129,10762,11,96,50,158,0,35,533630,85230,319618,0,417,32138,69846,16,0,0,0,28,2,0,436,1055,0,241,80,0,20,0,0,242,50,0,921,580,1,0,63,42,213,0,2389,182,348,8887,0,4,969,0,55,0,0,265,12,12,314,916,0,446,7592
2007年12月,21479688,11121485,2594932,129853,4239111,1275077,384739,575231,589984,95811,307181,174859,328555,1897,44096,1561,0,803,1456,4220,0,11,78,167,1104,6389,138,328,0,0,4,378,3614782,1158737,1109253,415269,374766,312714,9743,72337,47997,53843,55439,19,105,3715,90,529,228,2225091,679492,287771,183538,139889,233158,151236,55335,149726,56648,28229,52633,49674,6010,16846,39744,6143,2487,10292,13946,5516,35436,1897,0,2328,0,295,1657,1349,340,7633,9,0,24,21,188,1043,531,69,1073,1035,1163,2871516,2720061,150943,112379,62913,4962,11078,314,219,0,54,264,1,5145,1846,1881,118,572,2721,398,0,2366,16457,0,2,377,0,607,407106,153214,189085,35615,8463,11977,126,1027,0,192,5990,0,456,961,629865,541034,43446,0,190,440,0,1,682,43093,9,111,30,89,5,119,467231,126173,997,128299,8,127660,42700,0,0,0,0,0,118,15,44,1704,0,0,20,0,0,0,0,271,159,0,158,415,1,0,29,22,488,0,2240,147,473,12186,5,0,1233,5,71,0,0,273,13,157,42,630,0,873,19595
2008年,244197197,126929755,31569648,1352747,47087528,13190380,4860039,6916704,7313478,1199198,3262261,2252346,2340477,27255,127478,28298,394291,8658,23551,69005,4,385,1063,17065,13475,74464,1740,13716,476,1137,12133,3696,38997262,15202438,8087020,4615204,5047205,2195559,307259,1311002,1182888,525229,401923,9,5154,61750,6868,28494,19243,24981957,7738379,2348004,1941111,1661306,2441716,2689138,490965,1631100,603133,502749,562487,484138,128477,230481,384178,89906,40262,99700,291793,49588,113518,91790,118,24713,0,6020,41899,37794,4298,67905,380,52,61014,720,3672,29224,49378,760,12590,10833,9858,29133950,27333463,1792182,1320854,590112,68824,124258,3316,2161,3,235,621,287,62107,20093,28839,385,9592,37051,13547,4,31547,164957,710,30,148695,324,4903,5236298,2198194,2146869,595212,133480,104866,1030,28635,177,3570,6759,2320,5942,7863,9209261,8350004,572309,494,2392,2746,247,55,50421,215361,135,516,187,1895,4,1477,8005377,1292488,2020195,1650831,1015422,834731,417421,315,109685,629,80,0,99567,469,110498,7091,0,3815,1911,579,765,17666,1156,12470,2339,29,11787,5203,153,3,1586,11631,3193,1991,56002,1598,11958,38195,28,11,10888,0,4958,333,3,107652,736,2846,7390,22557,61,8473,95848
2008年1月,20943193,11422501,2780195,128936,4269105,1310453,441988,509736,591052,94554,285434,190715,270740,1465,4853,2052,139056,477,1938,4980,1,52,97,2580,7,5666,134,495,0,1,0,756,3039300,1211225,415825,424430,462832,156394,30269,52303,171966,51627,55055,0,64,6059,439,510,305,2174531,731403,181426,164013,154166,246591,134851,56228,107102,52329,61912,46514,56136,6967,22344,36291,14336,2534,6608,17137,4125,9905,15990,1,2155,0,270,8810,24753,458,2938,22,6,55,21,155,1508,1439,40,1247,1099,278,2716551,2563867,152305,105861,58369,5123,11187,159,437,0,0,464,2,5807,1103,1236,28,617,2945,203,0,1649,15399,0,0,462,9,597,376356,149964,177691,35722,9241,1301,115,1329,0,36,328,0,252,378,671275,581214,51515,0,98,0,2,4,3829,33527,1,74,0,80,0,86,407592,94990,177574,0,1274,38453,12600,0,46179,0,0,0,36,12,0,854,0,202,269,141,0,317,0,542,23,0,654,833,1,3,85,9,396,0,4687,80,429,1756,20,3,712,0,70,0,0,1035,6,24,391,1209,0,25,21699
2008年2月,16313033,8492048,1783603,66279,3524541,1002017,307401,434531,420484,67456,251678,164643,167157,1246,5105,1062,0,365,1769,5068,0,43,38,192,1137,3151,165,454,1,4,0,1104,2906380,1126265,780192,138219,401090,162303,19611,24920,140261,25124,45951,1,43,925,193,26688,14595,1640592,493453,198407,110616,105443,158930,198489,35151,88115,41630,18729,39259,32338,9526,11956,34362,4089,3156,5386,14525,3174,5518,376,7,1847,0,206,3971,730,519,10872,26,0,64,46,248,1240,3917,43,1135,227,2268,2089595,1948903,140584,67831,29653,3942,8948,183,344,0,25,0,16,4621,224,439,0,253,1151,717,0,1815,14311,0,0,521,0,565,288049,111515,125676,22150,13681,12381,192,1230,0,181,547,0,292,204,594011,541603,32249,0,169,0,9,0,179,19164,0,0,0,0,0,76,212659,121338,95,0,0,50833,14595,0,0,0,0,0,8,0,1,426,0,41,194,0,193,2374,39,499,0,0,75,1041,2,0,75,42,0,9,2097,126,434,3663,0,3,1947,0,172,0,0,627,2,270,0,939,1,318,10180
2008年3月,24618207,12498349,2958764,155861,4978590,1312330,388072,595557,623531,111169,358671,236539,183389,2104,33110,1773,104451,738,3161,4394,1,26,47,344,129,6102,106,477,0,2,1,978,3961714,1343537,986903,563909,509103,92189,10120,205371,184368,49736,13986,0,68,1826,167,123,308,2633662,792861,315930,175696,165182,243026,364430,52793,123682,56935,70355,58772,42295,10401,22224,35520,6875,3930,10705,20842,9933,16975,918,24,2961,0,258,2172,996,421,9788,141,0,39,72,286,1526,8776,47,1559,1565,2262,3108846,2958866,149825,152646,56461,4829,10200,339,74,0,30,2,9,5896,1356,2130,117,344,3809,700,0,2679,15297,0,0,47612,22,556,476887,191873,192349,60529,11378,16207,71,2473,0,124,767,33,300,665,809007,710974,55072,0,267,339,19,1,106,40572,4,116,0,195,0,222,945763,102405,355377,233371,281,133989,62448,0,0,0,0,0,15,0,0,264,0,461,122,0,63,1429,157,763,170,0,795,507,93,0,116,1124,662,0,11285,202,36,7938,0,1,271,0,210,3,0,698,0,7,615,11949,0,549,17385
2008年4月,21981165,11575068,2881589,144710,4430068,1131413,486340,641092,565336,99916,278439,183814,295351,1962,13771,2707,0,664,2416,3891,0,26,78,250,46,5609,110,446,0,456,241,849,2651947,1538611,399292,141682,61216,367538,23013,55116,400,40913,22219,0,119,710,333,208,579,2668975,762554,381951,215195,147370,232138,327404,32656,126239,59956,60492,57099,48663,12579,19189,34279,5704,4069,7604,92462,5679,12298,310,16,1297,0,326,2527,1164,414,10386,18,0,34,48,194,1591,1783,72,897,1047,732,2843218,2711273,131875,81856,39401,3234,9825,345,147,1,11,14,8,4554,883,1487,32,118,5027,1331,0,2074,12395,35,0,82,220,610,478640,181614,201394,61362,7237,22723,85,1905,0,190,720,26,231,1152,781636,668645,47204,3,250,569,31,0,28598,35089,1,11,56,111,0,74,863076,139256,126572,303077,97619,128406,32287,146,92,0,0,0,202,0,0,372,0,546,111,165,0,55,181,708,202,0,692,21,1,0,109,2081,12,120,2788,112,1,3713,4,1,2385,0,1071,0,0,1075,1,1801,393,1870,0,466,14362
2008年5月,21638106,10843186,2955384,147367,3780154,1175730,393580,699661,524360,101473,274973,186031,162205,1781,20936,1625,0,445,1796,4165,0,0,33,111,512,7075,157,723,117,462,1,0,4036718,1311329,910344,611352,580325,0,18927,215400,253054,38656,90012,7,1172,4585,851,0,687,2446600,645340,300093,176939,137766,261639,331382,44276,179584,53041,48863,53289,51382,13839,21903,32915,9660,2847,10173,20469,4940,15124,1868,17,3238,0,169,1806,861,179,2492,60,0,13775,19,274,3771,215,22,763,922,309,2396549,2211322,185201,123440,67347,7965,10462,301,46,0,21,1,18,6700,1880,2158,0,6,4475,1460,0,3596,13219,101,0,1983,10,337,555580,262930,202866,78249,4863,2141,68,1381,0,8,415,0,1094,1537,744063,662813,61407,6,295,0,28,13,1235,16463,0,89,14,110,0,61,457494,122255,0,176276,99208,1626,3696,168,76,155,18,0,118,0,0,1406,0,700,123,0,0,39,85,981,265,0,2200,244,48,0,13,450,278,484,2314,121,587,3502,0,1,0,0,125,4,0,28379,3,1,96,874,7,1148,9424
2008年6月,23131565,11954890,2995633,126590,4423141,1284289,457769,643702,678325,103918,297111,245018,208270,2087,6365,2658,0,915,1958,3756,0,29,270,2881,2258,8716,196,1726,173,1,0,0,3615411,1380813,693725,689664,424584,225648,9332,71986,30910,47877,38376,0,921,445,539,36,555,2276906,727544,193346,184933,155962,226436,166618,43425,153523,62409,43718,44325,56536,8830,17871,38602,8930,4754,12098,20340,1937,15538,61197,2,2591,0,1342,2100,825,446,2540,17,0,7937,28,185,7337,190,53,450,914,417,2857067,2680148,176920,161624,86724,11755,12885,248,95,0,11,27,46,6768,2880,4150,0,1715,4421,2604,1,3380,15087,107,0,8134,1,469,441839,129901,248334,49014,5171,2558,21,3941,0,432,561,15,441,1340,741620,665325,58302,6,244,411,29,2,398,15088,3,60,0,64,0,290,1047763,140679,334899,98135,218429,45528,71983,0,61958,76,0,0,335,7,55064,300,0,819,228,34,221,0,315,648,74,0,799,755,2,0,280,1140,458,529,2648,73,0,671,0,2,3672,0,359,61,0,703,12,66,1672,686,0,733,2681
2008年7月,23631522,12080691,3009625,133187,4323724,1271351,504992,672827,775148,122306,294674,216711,264996,1325,5143,2188,4410,927,2467,10631,0,4,53,840,1210,9380,647,884,0,2,0,0,4211064,1686461,935183,185832,594489,442259,15416,221828,36232,61293,28987,0,67,1232,705,0,1081,2293198,784772,165525,176548,147206,209374,251529,44449,129969,65316,35388,55373,45826,19320,20981,33327,7763,3938,9898,15720,3394,5035,1254,4,2646,0,1253,13593,1295,253,13504,24,0,15933,54,303,2113,5709,125,781,2144,823,2685562,2504519,180314,173475,44569,10822,15281,603,355,1,0,76,24,8802,3419,4573,0,3225,6047,2847,0,3681,16610,169,0,51734,0,506,555984,218603,274204,40897,5572,9500,85,4237,0,468,1193,25,417,668,902641,823492,61933,12,280,0,23,34,1434,13378,68,0,16,147,0,200,695549,107614,127235,98247,114918,47751,80093,0,198,63,0,0,542,35,55087,1486,0,0,169,0,140,5266,86,395,347,28,801,467,1,0,422,1590,679,440,5192,402,11,2627,3,0,1373,0,128,1,0,34575,1,15,1949,976,2,513,3677
2008年8月,25451770,12154067,3155606,136119,4087472,1220569,542212,776270,821052,120539,279114,242681,239758,1912,20709,3186,0,628,2544,8631,0,0,88,3781,1052,8445,79,2256,186,76,0,5,5349047,2446695,800129,784836,479084,490619,142608,103247,42876,45645,7882,0,1457,2483,1240,0,245,2065053,607893,167062,187744,158046,199907,270903,43157,108229,48866,36463,43415,43038,13974,17653,32687,4634,3675,9323,26256,1763,9978,2258,16,2398,0,868,1576,1317,431,3336,12,0,1669,81,370,3084,8412,83,1325,1233,1481,2864065,2706606,156613,175602,85725,10454,10333,581,468,0,71,0,77,13039,5412,4945,76,2852,4115,2537,0,5605,20288,191,2,2475,0,537,665328,290358,237685,65438,47045,14381,158,5328,0,1006,844,315,1630,971,962917,894542,57793,86,170,598,36,0,1419,6810,4,88,0,355,0,99,1184817,121873,384545,246288,247700,94208,34275,0,98,43,0,0,151,9,0,542,0,588,178,223,0,1854,143,2978,473,0,876,558,2,0,47,1039,301,408,8944,83,0,2829,0,0,3,0,1174,183,0,25571,0,72,1623,1765,6,0,3160
2008年9月,21159534,10982790,2690910,114070,3921971,1116313,466597,617645,758125,113086,282724,192931,260585,8204,3618,2849,3884,805,1101,7500,2,186,89,3987,1183,5595,0,5506,1,132,7290,0,3336538,1045726,811185,431173,586857,0,12117,144153,181177,45963,60458,0,61,16146,804,403,315,2233895,691935,156950,156365,148808,183946,363097,38043,184018,53370,46108,47115,31604,10875,20705,27788,8585,3212,6926,15991,2807,7085,2839,8,1953,0,588,2204,2200,313,2945,14,45,2138,150,294,1479,8374,106,693,690,833,2433416,2284764,147015,88395,39970,5481,10743,195,136,0,0,32,57,3275,2126,3219,121,290,2996,457,1,2555,15468,74,0,914,53,89,507549,254450,159858,69241,6761,10891,74,2588,177,654,322,1184,486,571,734931,661559,49030,144,14,0,7,0,10847,11614,0,0,0,619,4,215,808120,110938,230549,161902,109925,565,72227,0,0,41,0,0,97917,0,0,466,0,459,269,15,0,317,23,1318,447,0,2111,646,1,0,230,0,43,0,3179,76,160,4027,0,0,0,0,702,27,0,1713,14,349,524,819,1,3142,2917
2008年10月,17989372,9864413,2402665,93031,3651093,953899,420884,511392,676986,108743,238310,173079,143475,1863,4867,3096,74115,886,1349,6833,0,2,82,864,2748,4692,144,344,0,0,4600,0,2600801,863573,684532,271599,438796,157627,8343,121827,4640,38669,7218,0,79,2326,1014,417,141,1731912,584869,115593,138205,110119,174573,113453,35970,177649,48160,31332,41015,26815,10649,19411,26430,5288,1877,8032,18481,3082,5530,3142,2,1466,0,339,1144,1934,210,3108,23,0,11356,99,1070,1224,7675,24,1194,533,229,1916179,1785806,128768,96582,30864,2107,7701,151,23,0,35,3,3,776,215,1650,0,14,1322,449,0,1447,15213,26,10,34284,8,156,353235,147212,148056,43142,5011,6622,45,1787,0,177,245,186,208,155,842578,794833,33665,123,276,635,0,0,836,10945,0,28,94,150,0,79,552174,126264,93799,211111,608,57084,31159,0,1085,154,0,0,52,313,0,519,0,0,101,0,90,73,30,1631,306,0,882,11,1,0,144,8,351,0,4044,54,9776,3259,0,1,521,0,685,2,0,588,17,205,121,518,1,1192,5370
2008年11月,15399238,8386433,2182542,55624,3120308,825554,266696,397302,522609,81025,223980,136869,75282,1916,5135,3650,68371,929,1655,6107,0,18,128,461,3186,4556,2,292,0,0,0,0,1921394,780270,316631,244596,286798,100981,9499,53907,55086,43801,24801,0,1061,3200,561,0,202,1576075,478146,98345,144987,124096,159380,121633,32286,169662,31789,28223,39766,27546,6874,19970,26524,5271,2955,7325,16265,5440,8177,999,8,938,0,175,933,809,352,2463,4,0,7933,31,118,1395,2769,71,1307,218,101,1738889,1619006,117910,56682,30374,2067,11430,126,20,0,32,0,28,1308,454,1545,0,120,538,179,2,1820,5998,6,0,326,0,236,349936,182254,107865,39069,13235,4963,17,1082,0,2,520,274,273,222,808391,760839,34705,47,218,0,22,0,676,11640,1,0,0,60,0,2,528875,68676,135381,63527,125171,117144,639,0,0,98,0,0,92,0,346,366,0,0,95,0,0,2295,29,748,18,0,1256,77,1,0,28,993,10,0,7195,213,514,2413,0,0,2,0,134,3,3,633,21,3,7,351,5,0,389
2008年12月,11940493,6675319,1773129,50974,2577361,586463,183510,416990,356470,75013,197154,83315,69268,1390,3865,1453,4,878,1398,3051,0,0,60,775,7,5478,0,113,0,0,0,3,1366947,467934,353080,127913,222031,0,8005,40945,81918,35926,6978,0,43,21813,24,110,229,1240556,437609,73376,109869,107142,145776,45349,32532,83326,29332,21166,36546,21958,4644,16273,25453,8770,3314,5621,13305,3314,2355,640,13,1222,0,225,1062,910,302,3534,18,0,80,72,172,2956,119,73,1239,241,124,1484014,1358385,124852,36859,20655,1045,5263,85,18,0,0,2,1,561,142,1306,11,40,204,63,0,1246,5673,1,18,167,0,244,186914,77520,70889,30399,4285,1198,99,1354,0,292,296,261,319,1,616192,584164,29436,68,110,194,40,0,865,1069,53,49,7,3,0,74,301495,36200,54169,58897,288,119143,1420,0,0,0,63,0,98,93,0,91,0,0,52,0,57,3646,69,1260,16,1,646,43,1,0,37,3156,3,0,1630,57,11,1796,0,0,2,0,129,49,0,12054,659,32,0,602,38,386,4604
2009年,177132536,100173215,24554421,1047864,36751217,10558046,4814185,4700786,5197563,914587,2701140,1603137,1625062,57452,100458,14039,685009,11395,20916,54984,19,277,1150,5963,7347,51628,959,14099,15537,981,13625,66,22573195,8677468,4562179,2484236,1991451,1976760,156726,779860,1068772,516475,276073,7,2515,39037,1289,38657,1691,19776223,5744586,1867524,1290597,1865213,1919953,2187880,420553,1192328,492340,349963,394606,356436,161849,273708,419357,54824,43878,69298,254555,26179,106645,32615,383,17949,56,13969,12032,68300,3701,47710,219,25,289,565,2300,16591,27860,668,6652,16533,3833,19889204,18735649,1146729,825148,344207,23405,120541,1747,1314,0,144,243,88,21911,18627,40725,51,4146,12462,8744,3,21903,158901,48,1,39062,26,4726,3196208,1322819,1381938,325647,73686,31283,1304,22493,3,1261,4126,2103,3084,25673,6589843,6007586,459975,434,5365,1975,1067,0,7638,98816,1000,382,368,26,62,563,3832200,899461,1062826,481395,510442,511235,92347,71,231,144,1,0,33646,642,51,9944,0,3627,1387,2346,0,6948,79,4807,496,0,10006,14421,332,3,938,2841,1778,143,49420,1157,2627,29800,17,47,8451,3,1775,16,8,2527,216,6140,3091,10892,633,2604,60113
2009年1月,9099334,5005780,1341196,42866,1848514,446784,226852,217739,326004,58503,135982,65584,40763,966,3903,1459,0,907,1354,3387,0,11,72,1203,3283,3082,190,7,0,0,0,0,1143494,541035,174252,138117,56087,79540,5578,43394,56406,21196,16149,1,147,11390,1,77,124,1052281,270147,172002,65073,67994,124589,31159,29920,93550,24901,12175,21886,18338,2963,58662,22426,4399,3295,4103,9253,572,5600,1444,42,654,0,244,493,610,271,1737,13,0,36,31,108,2438,190,30,358,225,73,955229,881054,73791,30869,16697,725,4358,44,104,0,0,3,1,476,82,838,0,231,153,237,0,483,5775,0,0,0,0,595,192167,94917,67753,21523,4755,1267,49,1073,0,24,284,420,102,0,528599,495334,27332,19,42,0,40,0,611,5083,3,7,74,0,0,0,163914,51550,25752,43947,444,1,470,0,0,0,0,0,32363,0,50,480,0,0,103,0,0,667,1,232,74,0,286,157,0,0,61,1148,13,0,1235,111,0,274,1,0,1969,0,115,6,0,55,3,0,0,347,4,0,1977
2009年2月,11028612,6129805,1397220,49651,2478127,625166,197149,293746,281478,51178,190824,97267,60561,1731,5250,1082,47435,951,1292,4262,11,1,56,1501,403,1039,0,4,0,0,715,0,1329577,575909,205934,128457,191872,74103,6343,10437,60483,35111,25986,0,129,1957,28,12797,31,1207781,410567,65244,98469,106801,133262,109022,21847,67986,32633,19077,27887,18913,12383,12583,26336,3476,6600,6517,8515,2337,5829,1038,17,1232,0,411,649,633,537,2914,7,0,31,33,160,380,1355,74,1035,263,167,1372191,1286252,85673,40077,15084,1094,8204,87,0,0,7,3,10,827,380,907,0,76,325,169,0,1422,11140,0,0,158,6,70,195675,90232,71889,27218,3575,482,36,1510,0,8,166,365,193,0,477084,434560,31969,68,65,371,124,0,1203,8472,0,6,0,0,0,0,255483,35946,49959,4657,80961,56177,15826,0,2,0,0,0,276,46,0,143,0,0,69,2344,0,100,2,235,135,0,0,526,2,0,104,1045,1,1,1722,106,0,808,0,11,1084,0,118,1,0,160,0,49,0,578,210,0,2079
2009年3月,12422041,7488111,1965147,64848,2773839,783867,254381,290172,412554,76989,221340,105559,109468,1621,4510,1538,51136,824,1567,3660,0,2,85,407,52,3654,0,1,7,0,71,0,1270727,481118,384759,119963,94602,0,5291,43196,80911,23292,37273,0,73,140,52,18,40,1306865,386307,142595,105239,99185,140013,89698,31153,97331,35507,27957,23374,23767,9104,17186,26697,3510,2193,5279,14167,1673,1237,552,35,716,0,515,1161,13114,611,2763,28,0,44,14,335,1054,772,100,543,397,103,1397672,1307505,90004,77019,20319,2035,8744,122,250,0,0,9,32,1611,365,1898,0,349,694,305,0,807,8257,6,0,30614,1,449,198957,94231,61511,32939,5968,1130,274,1643,0,123,284,335,413,86,429268,386115,32334,2,126,4,93,0,1073,9276,1,17,19,0,0,0,226091,30487,41617,38202,41479,49402,15933,47,0,0,0,0,6,17,0,290,0,0,123,0,0,2558,0,270,1,0,166,257,230,0,99,64,2,6,1586,76,30,1088,0,1,3,0,53,4,0,42,43,38,1,843,20,0,983
2009年4月,12927919,7335539,1753002,70127,2660052,777536,448666,341984,461241,71254,190237,108857,96627,9623,3860,1237,0,890,1741,11183,0,0,41,239,254,4057,0,31,43,0,148,0,1658749,722568,243743,133760,180633,162559,23386,47785,107747,24077,5821,4,170,6207,269,0,19,1396898,386699,79478,94262,138974,136574,193283,31955,72572,26102,37180,32346,26338,5116,50656,24783,4613,2034,4085,15980,1081,1368,13502,13,619,0,1322,906,6358,230,1774,14,0,9,32,140,670,1351,87,365,3047,26,1389523,1316245,72983,58179,28521,1078,6646,41,49,0,0,1,6,1128,318,2180,0,2,865,71,0,1251,15419,1,0,88,0,433,118601,30071,61898,17310,5103,1500,14,1582,0,5,306,164,329,304,546829,500287,38569,123,138,342,80,0,133,5842,697,303,0,1,2,46,392263,70693,91438,81571,126463,1,16348,0,0,66,0,0,29,0,0,92,0,2,119,0,0,0,0,365,56,0,0,102,39,0,60,13,7,1,1367,92,96,1473,0,0,401,0,80,1,0,67,5,176,17,512,8,0,501
2009年5月,13194460,7305594,1771864,55169,2633401,843459,353982,375686,324162,66912,221847,137085,137253,1108,3118,1330,60659,451,1449,2214,1,0,215,682,490,3663,92,5,935,0,18,3,1772643,609458,404708,240825,153140,176846,13874,98339,30503,38511,4685,0,124,1354,92,0,183,1457805,390368,147776,90470,134959,131478,216303,32599,70702,56068,28730,28786,24039,8034,19224,26511,2990,2535,3272,18887,1955,3263,9018,2,663,0,1373,606,709,197,1612,20,0,8,47,43,777,1329,30,631,581,119,1475909,1380253,95585,51115,21236,744,9171,64,81,0,23,147,0,523,36,3440,0,53,431,220,0,440,11676,2,0,2339,1,319,252088,109362,109399,23996,4851,499,7,2009,0,0,125,78,311,1257,524524,477218,42040,0,26,0,49,0,1607,2877,186,0,39,0,0,0,323661,54551,106873,95494,12,34007,372,18,95,21,0,0,25,0,0,0,0,3,225,0,0,0,8,363,105,0,257,366,1,3,48,87,124,6,18165,99,167,2035,0,3,100,3,56,0,0,329,24,791,291,333,160,304,7720
